ID,Date,Email,Name,Team,Revenue_USD
102.0,2024-04-01,102@maggietest.com,Eddie Dammers,Grape,7588869.9137768
102.0,2024-04-02,102@maggietest.com,Eddie Dammers,Grape,5375002.416
102.0,2024-06-04,102@maggietest.com,Eddie Dammers,Grape,2322984.5250192
103.0,2024-04-03,103@maggietest.com,Christopher Bytyqi,Cherry,32372.5776
103.0,2024-06-04,103@maggietest.com,Christopher Bytyqi,Cherry,3371.0899200000003
103.0,2024-07-01,103@maggietest.com,Christopher Bytyqi,Cherry,55319.684799999995
104.0,2024-01-01,104@maggietest.com,Thomas Chevalier,Strawberry,1731332.22696
104.0,2024-04-04,104@maggietest.com,Thomas Chevalier,Strawberry,28912.7271784
105.0,2024-04-01,105@maggietest.com,Nobuya Koumura,Blueberry,2121469.3317048
105.0,2024-04-05,105@maggietest.com,Nobuya Koumura,Blueberry,10065.528
106.0,2024-07-01,106@maggietest.com,Tulin Hermann,Orange,742863.6503488
106.0,2024-09-02,106@maggietest.com,Tulin Hermann,Orange,1039604.5947456
107.0,2024-01-01,107@maggietest.com,Benjamin Waraich,Apple,1541897.80672
107.0,2024-09-03,107@maggietest.com,Benjamin Waraich,Apple,1053850.1794304
108.0,2024-04-01,108@maggietest.com,Jonathan Bajraktari,Pineapple,1968397.2408800002
108.0,2024-09-04,108@maggietest.com,Jonathan Bajraktari,Pineapple,624400.4064
109.0,2024-07-01,109@maggietest.com,Hailey Dams,Grape,464559.95712
109.0,2024-09-02,109@maggietest.com,Hailey Dams,Grape,25259.401526399997
109.0,2024-09-05,109@maggietest.com,Hailey Dams,Grape,64948.30616
110.0,2024-01-01,110@maggietest.com,Ralph Gournay,Cherry,42938.28784
110.0,2024-09-03,110@maggietest.com,Ralph Gournay,Cherry,6552.32864
110.0,2024-10-11,110@maggietest.com,Ralph Gournay,Cherry,23745.36192
111.0,2024-04-01,111@maggietest.com,Bas Babatz,Strawberry,41289.751024000005
111.0,2024-09-04,111@maggietest.com,Bas Babatz,Strawberry,43805.5308
111.0,2024-11-01,111@maggietest.com,Bas Babatz,Strawberry,19415.60576
112.0,2024-01-01,112@maggietest.com,Lauren Wouters,Blueberry,62147.93384
112.0,2024-09-02,112@maggietest.com,Lauren Wouters,Blueberry,12515.77728
112.0,2024-09-05,112@maggietest.com,Lauren Wouters,Blueberry,44890.476686400005
113.0,2024-02-01,113@maggietest.com,Hannah Geraldes,Orange,58726.9039224
113.0,2024-09-03,113@maggietest.com,Hannah Geraldes,Orange,172870.52288
113.0,2024-10-11,113@maggietest.com,Hannah Geraldes,Orange,13513.6512
114.0,2024-02-02,114@maggietest.com,Eric Ermers,Apple,17503.77552
114.0,2024-09-04,114@maggietest.com,Eric Ermers,Apple,223305.888904
114.0,2024-11-01,114@maggietest.com,Eric Ermers,Apple,92771.52
115.0,2024-01-01,115@maggietest.com,Linda Short,Pineapple,112007.76328
115.0,2024-02-03,115@maggietest.com,Linda Short,Pineapple,19239.81808
115.0,2024-09-05,115@maggietest.com,Linda Short,Pineapple,72066.8776
116.0,2024-02-01,116@maggietest.com,Matthias Teshima,Grape,30022.1208
116.0,2024-02-04,116@maggietest.com,Matthias Teshima,Grape,20482.0636016
116.0,2024-10-11,116@maggietest.com,Matthias Teshima,Grape,13495.964160000001
117.0,2024-02-02,117@maggietest.com,Daisuke Van,Cherry,50266.820366399996
117.0,2024-02-05,117@maggietest.com,Daisuke Van,Cherry,5846.11424
117.0,2024-11-01,117@maggietest.com,Daisuke Van,Cherry,16080.02944
118.0,2024-01-01,118@maggietest.com,Christina Greer,Strawberry,5509.44048
118.0,2024-02-03,118@maggietest.com,Christina Greer,Strawberry,49927.157896000004
118.0,2024-02-06,118@maggietest.com,Christina Greer,Strawberry,43405.96952
119.0,2024-01-08,119@maggietest.com,Michael Cheyne,Blueberry,52804.13952
119.0,2024-02-01,119@maggietest.com,Michael Cheyne,Blueberry,14142.26632
119.0,2024-02-04,119@maggietest.com,Michael Cheyne,Blueberry,15385.964160000001
120.0,2024-01-09,120@maggietest.com,Mehdi Neid,Orange,13499.529120000001
120.0,2024-02-02,120@maggietest.com,Mehdi Neid,Orange,11628.0716288
120.0,2024-02-05,120@maggietest.com,Mehdi Neid,Orange,31271.7128
121.0,2024-01-10,121@maggietest.com,Yudai Costantini,Apple,76645.24896
121.0,2024-02-03,121@maggietest.com,Yudai Costantini,Apple,4045.26472
121.0,2024-02-06,121@maggietest.com,Yudai Costantini,Apple,21029.7160984
