UserID,Date,Revenue,Quota,ID,Email,Name,Rep_Or_Director,Status,Region,Team_Currency,Team,Country,Currency,DATE,FROM_CURRENCY,EXCHANGE_RATE,Revenue_USD
84,2024-10-11,1452557.72,1496174,84.0,84@maggietest.com,Matt Tsubakiyama,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-10-11,JPY,0.00672,9761.1878784
25,2024-10-11,696251.0,712621,25.0,25@maggietest.com,Gunjan Deroek,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,4678.8067200000005
22,2024-10-11,572840.0,2091630,22.0,22@maggietest.com,Martine Hirano,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-10-11,JPY,0.00672,3849.4848
25,2024-10-11,696251.0,712621,25.0,25@maggietest.com,Gunjan Deroek,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,4678.8067200000005
116,2024-10-11,251041.0,279247,116.0,116@maggietest.com,Matthias Teshima,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,1686.9955200000002
110,2024-10-11,441692.0,608891,110.0,110@maggietest.com,Ralph Gournay,Rep,Active,Asia-Pac,JPY,Cherry,Japan,JPY,2024-10-11,JPY,0.00672,2968.17024
25,2024-10-11,696251.0,712621,25.0,25@maggietest.com,Gunjan Deroek,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,4678.8067200000005
57,2024-10-11,2105065.0,7690151,57.0,57@maggietest.com,Yuka Lyon,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-10-11,EUR,1.09348,2301846.4762
29,2024-10-11,597703.54,560988,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-10-11,EUR,1.09348,653576.8669192
57,2024-10-11,2105065.0,7690151,57.0,57@maggietest.com,Yuka Lyon,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-10-11,EUR,1.09348,2301846.4762
57,2024-10-11,2105065.0,7690151,57.0,57@maggietest.com,Yuka Lyon,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-10-11,EUR,1.09348,2301846.4762
110,2024-10-11,441692.0,608891,110.0,110@maggietest.com,Ralph Gournay,Rep,Active,Asia-Pac,JPY,Cherry,Japan,JPY,2024-10-11,JPY,0.00672,2968.17024
113,2024-10-11,251370.0,814719,113.0,113@maggietest.com,Hannah Geraldes,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-10-11,JPY,0.00672,1689.2064
29,2024-10-11,597703.54,560988,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-10-11,EUR,1.09348,653576.8669192
59,2024-10-11,1592780.0,1638418,59.0,59@maggietest.com,Karl Mekler,Rep,Active,EMEA,EUR,Pineapple,France,EUR,2024-10-11,EUR,1.09348,1741673.0744
84,2024-10-11,1452557.72,1496174,84.0,84@maggietest.com,Matt Tsubakiyama,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-10-11,JPY,0.00672,9761.1878784
51,2024-10-11,582248.0,617771,51.0,51@maggietest.com,Michelle Leblanc,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-10-11,EUR,1.09348,636676.54304
22,2024-10-11,572840.0,2091630,22.0,22@maggietest.com,Martine Hirano,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-10-11,JPY,0.00672,3849.4848
81,2024-10-11,3015556.0,3094716,81.0,81@maggietest.com,Ashtyn Flothow,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,20264.53632
59,2024-10-11,1592780.0,1638418,59.0,59@maggietest.com,Karl Mekler,Rep,Active,EMEA,EUR,Pineapple,France,EUR,2024-10-11,EUR,1.09348,1741673.0744
54,2024-10-11,8105104.76,8401298,54.0,54@maggietest.com,Tom Peciak,Rep,Active,EMEA,EUR,Cherry,France,EUR,2024-10-11,EUR,1.09348,8862769.9529648
81,2024-10-11,3015556.0,3094716,81.0,81@maggietest.com,Ashtyn Flothow,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,20264.53632
51,2024-10-11,582248.0,617771,51.0,51@maggietest.com,Michelle Leblanc,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-10-11,EUR,1.09348,636676.54304
84,2024-10-11,1452557.72,1496174,84.0,84@maggietest.com,Matt Tsubakiyama,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-10-11,JPY,0.00672,9761.1878784
19,2024-10-11,466990.26,524900,19.0,19@maggietest.com,Valon Edwards,Director,Active,EMEA,EUR,Cherry,Germany,EUR,2024-10-11,EUR,1.09348,510644.5095048
19,2024-10-11,466990.26,524900,19.0,19@maggietest.com,Valon Edwards,Director,Active,EMEA,EUR,Cherry,Germany,EUR,2024-10-11,EUR,1.09348,510644.5095048
84,2024-10-11,1452557.72,1496174,84.0,84@maggietest.com,Matt Tsubakiyama,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-10-11,JPY,0.00672,9761.1878784
54,2024-10-11,8105104.76,8401298,54.0,54@maggietest.com,Tom Peciak,Rep,Active,EMEA,EUR,Cherry,France,EUR,2024-10-11,EUR,1.09348,8862769.9529648
113,2024-10-11,251370.0,814719,113.0,113@maggietest.com,Hannah Geraldes,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-10-11,JPY,0.00672,1689.2064
59,2024-10-11,1592780.0,1638418,59.0,59@maggietest.com,Karl Mekler,Rep,Active,EMEA,EUR,Pineapple,France,EUR,2024-10-11,EUR,1.09348,1741673.0744
25,2024-10-11,696251.0,712621,25.0,25@maggietest.com,Gunjan Deroek,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,4678.8067200000005
51,2024-10-11,582248.0,617771,51.0,51@maggietest.com,Michelle Leblanc,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-10-11,EUR,1.09348,636676.54304
29,2024-10-11,597703.54,560988,29.0,29@maggietest.com,Graham Feres,Rep,Active,EMEA,EUR,Orange,Netherlands,EUR,2024-10-11,EUR,1.09348,653576.8669192
81,2024-10-11,3015556.0,3094716,81.0,81@maggietest.com,Ashtyn Flothow,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,20264.53632
84,2024-10-11,1452557.72,1496174,84.0,84@maggietest.com,Matt Tsubakiyama,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-10-11,JPY,0.00672,9761.1878784
59,2024-10-11,1592780.0,1638418,59.0,59@maggietest.com,Karl Mekler,Rep,Active,EMEA,EUR,Pineapple,France,EUR,2024-10-11,EUR,1.09348,1741673.0744
51,2024-10-11,582248.0,617771,51.0,51@maggietest.com,Michelle Leblanc,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-10-11,EUR,1.09348,636676.54304
19,2024-10-11,466990.26,524900,19.0,19@maggietest.com,Valon Edwards,Director,Active,EMEA,EUR,Cherry,Germany,EUR,2024-10-11,EUR,1.09348,510644.5095048
110,2024-10-11,441692.0,608891,110.0,110@maggietest.com,Ralph Gournay,Rep,Active,Asia-Pac,JPY,Cherry,Japan,JPY,2024-10-11,JPY,0.00672,2968.17024
51,2024-10-11,582248.0,617771,51.0,51@maggietest.com,Michelle Leblanc,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-10-11,EUR,1.09348,636676.54304
84,2024-10-11,1452557.72,1496174,84.0,84@maggietest.com,Matt Tsubakiyama,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-10-11,JPY,0.00672,9761.1878784
57,2024-10-11,2105065.0,7690151,57.0,57@maggietest.com,Yuka Lyon,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-10-11,EUR,1.09348,2301846.4762
81,2024-10-11,3015556.0,3094716,81.0,81@maggietest.com,Ashtyn Flothow,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,20264.53632
22,2024-10-11,572840.0,2091630,22.0,22@maggietest.com,Martine Hirano,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-10-11,JPY,0.00672,3849.4848
113,2024-10-11,251370.0,814719,113.0,113@maggietest.com,Hannah Geraldes,Rep,Active,Asia-Pac,JPY,Orange,Japan,JPY,2024-10-11,JPY,0.00672,1689.2064
19,2024-10-11,466990.26,524900,19.0,19@maggietest.com,Valon Edwards,Director,Active,EMEA,EUR,Cherry,Germany,EUR,2024-10-11,EUR,1.09348,510644.5095048
25,2024-10-11,696251.0,712621,25.0,25@maggietest.com,Gunjan Deroek,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-10-11,JPY,0.00672,4678.8067200000005
110,2024-10-11,441692.0,608891,110.0,110@maggietest.com,Ralph Gournay,Rep,Active,Asia-Pac,JPY,Cherry,Japan,JPY,2024-10-11,JPY,0.00672,2968.17024
59,2024-10-11,1592780.0,1638418,59.0,59@maggietest.com,Karl Mekler,Rep,Active,EMEA,EUR,Pineapple,France,EUR,2024-10-11,EUR,1.09348,1741673.0744
19,2024-10-11,466990.26,524900,19.0,19@maggietest.com,Valon Edwards,Director,Active,EMEA,EUR,Cherry,Germany,EUR,2024-10-11,EUR,1.09348,510644.5095048
59,2024-10-11,1592780.0,1638418,59.0,59@maggietest.com,Karl Mekler,Rep,Active,EMEA,EUR,Pineapple,France,EUR,2024-10-11,EUR,1.09348,1741673.0744
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
83,2024-09-05,1448915.0,1386977,83.0,83@maggietest.com,Marijke Danishjoo,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-09-05,JPY,0.00691,10012.00265
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
109,2024-09-05,1174897.0,1150024,109.0,109@maggietest.com,Hailey Dams,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,8118.53827
21,2024-09-05,1979542.0,1853965,21.0,21@maggietest.com,David Marascia,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,13678.63522
28,2024-09-05,161527.0,154367,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-09-05,EUR,1.1065,178729.6255
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
50,2024-09-05,383285.0,1621044,50.0,50@maggietest.com,Gerben Kasai,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-09-05,EUR,1.1065,424104.85250000004
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
21,2024-09-05,1979542.0,1853965,21.0,21@maggietest.com,David Marascia,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,13678.63522
109,2024-09-05,1174897.0,1150024,109.0,109@maggietest.com,Hailey Dams,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,8118.53827
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
109,2024-09-05,1174897.0,1150024,109.0,109@maggietest.com,Hailey Dams,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,8118.53827
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
83,2024-09-05,1448915.0,1386977,83.0,83@maggietest.com,Marijke Danishjoo,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-09-05,JPY,0.00691,10012.00265
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
58,2024-09-05,1579040.0,1437364,58.0,58@maggietest.com,Megan Dohi,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-09-05,EUR,1.1065,1747207.76
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
21,2024-09-05,1979542.0,1853965,21.0,21@maggietest.com,David Marascia,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,13678.63522
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
28,2024-09-05,161527.0,154367,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-09-05,EUR,1.1065,178729.6255
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
50,2024-09-05,383285.0,1621044,50.0,50@maggietest.com,Gerben Kasai,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-09-05,EUR,1.1065,424104.85250000004
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
109,2024-09-05,1174897.0,1150024,109.0,109@maggietest.com,Hailey Dams,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,8118.53827
50,2024-09-05,383285.0,1621044,50.0,50@maggietest.com,Gerben Kasai,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-09-05,EUR,1.1065,424104.85250000004
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
21,2024-09-05,1979542.0,1853965,21.0,21@maggietest.com,David Marascia,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,13678.63522
58,2024-09-05,1579040.0,1437364,58.0,58@maggietest.com,Megan Dohi,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-09-05,EUR,1.1065,1747207.76
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
83,2024-09-05,1448915.0,1386977,83.0,83@maggietest.com,Marijke Danishjoo,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-09-05,JPY,0.00691,10012.00265
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
28,2024-09-05,161527.0,154367,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-09-05,EUR,1.1065,178729.6255
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
21,2024-09-05,1979542.0,1853965,21.0,21@maggietest.com,David Marascia,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,13678.63522
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
18,2024-09-05,344671.0,336463,18.0,18@maggietest.com,Stefania Riches,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,2381.67661
109,2024-09-05,1174897.0,1150024,109.0,109@maggietest.com,Hailey Dams,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,8118.53827
21,2024-09-05,1979542.0,1853965,21.0,21@maggietest.com,David Marascia,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,13678.63522
50,2024-09-05,383285.0,1621044,50.0,50@maggietest.com,Gerben Kasai,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-09-05,EUR,1.1065,424104.85250000004
109,2024-09-05,1174897.0,1150024,109.0,109@maggietest.com,Hailey Dams,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,8118.53827
83,2024-09-05,1448915.0,1386977,83.0,83@maggietest.com,Marijke Danishjoo,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-09-05,JPY,0.00691,10012.00265
83,2024-09-05,1448915.0,1386977,83.0,83@maggietest.com,Marijke Danishjoo,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-09-05,JPY,0.00691,10012.00265
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
83,2024-09-05,1448915.0,1386977,83.0,83@maggietest.com,Marijke Danishjoo,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-09-05,JPY,0.00691,10012.00265
115,2024-09-05,1303670.0,5661537,115.0,115@maggietest.com,Linda Short,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,9008.3597
28,2024-09-05,161527.0,154367,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-09-05,EUR,1.1065,178729.6255
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
28,2024-09-05,161527.0,154367,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-09-05,EUR,1.1065,178729.6255
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
109,2024-09-05,1174897.0,1150024,109.0,109@maggietest.com,Hailey Dams,Rep,Active,Asia-Pac,JPY,Grape,Japan,JPY,2024-09-05,JPY,0.00691,8118.53827
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
50,2024-09-05,383285.0,1621044,50.0,50@maggietest.com,Gerben Kasai,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-09-05,EUR,1.1065,424104.85250000004
24,2024-09-05,149146.0,691972,24.0,24@maggietest.com,Jackie Mota-Negrao,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,1030.59886
50,2024-09-05,383285.0,1621044,50.0,50@maggietest.com,Gerben Kasai,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-09-05,EUR,1.1065,424104.85250000004
50,2024-09-05,383285.0,1621044,50.0,50@maggietest.com,Gerben Kasai,Rep,Active,EMEA,EUR,Orange,France,EUR,2024-09-05,EUR,1.1065,424104.85250000004
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
28,2024-09-05,161527.0,154367,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-09-05,EUR,1.1065,178729.6255
58,2024-09-05,1579040.0,1437364,58.0,58@maggietest.com,Megan Dohi,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-09-05,EUR,1.1065,1747207.76
21,2024-09-05,1979542.0,1853965,21.0,21@maggietest.com,David Marascia,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,13678.63522
53,2024-09-05,8434620.0,8151081,53.0,53@maggietest.com,Raoul Alfred,Rep,Active,EMEA,EUR,Grape,France,EUR,2024-09-05,EUR,1.1065,9332907.030000001
28,2024-09-05,161527.0,154367,28.0,28@maggietest.com,Mikio Willard,Rep,Active,EMEA,EUR,Blueberry,Netherlands,EUR,2024-09-05,EUR,1.1065,178729.6255
83,2024-09-05,1448915.0,1386977,83.0,83@maggietest.com,Marijke Danishjoo,Rep,Active,Asia-Pac,JPY,Strawberry,Japan,JPY,2024-09-05,JPY,0.00691,10012.00265
58,2024-09-05,1579040.0,1437364,58.0,58@maggietest.com,Megan Dohi,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-09-05,EUR,1.1065,1747207.76
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
80,2024-09-05,3143771.0,10800593,80.0,80@maggietest.com,Rita Rubli,Rep,Active,Asia-Pac,JPY,Pineapple,Japan,JPY,2024-09-05,JPY,0.00691,21723.45761
58,2024-09-05,1579040.0,1437364,58.0,58@maggietest.com,Megan Dohi,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-09-05,EUR,1.1065,1747207.76
58,2024-09-05,1579040.0,1437364,58.0,58@maggietest.com,Megan Dohi,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-09-05,EUR,1.1065,1747207.76
56,2024-09-05,15479538.71,15633627,56.0,56@maggietest.com,Shantel McHarg,Rep,Active,EMEA,EUR,Blueberry,France,EUR,2024-09-05,EUR,1.1065,17128109.582615003
58,2024-09-05,1579040.0,1437364,58.0,58@maggietest.com,Megan Dohi,Rep,Active,EMEA,EUR,Apple,France,EUR,2024-09-05,EUR,1.1065,1747207.76
112,2024-09-05,812056.38,788222,112.0,112@maggietest.com,Lauren Wouters,Rep,Active,Asia-Pac,JPY,Blueberry,Japan,JPY,2024-09-05,JPY,0.00691,5611.309585800001
