ID,Email,Name,Rep_Or_Director,Status,Region,Team_Currency,Team,Country
702,702@maggietest.com,Elsa Cardwell,Rep,Active,Asia-Pac,INR,Apple,India
703,703@maggietest.com,Masayuki Laaraj,Rep,Active,Asia-Pac,INR,Pineapple,India
704,704@maggietest.com,Kyohei Abayahya,Rep,Active,Asia-Pac,INR,Grape,India
705,705@maggietest.com,Benjamin Quinn,Rep,Active,Asia-Pac,INR,Cherry,India
706,706@maggietest.com,Andrew Chwalczyk,Rep,Active,Asia-Pac,INR,Strawberry,India
707,707@maggietest.com,Agim Tsuji,Rep,Active,Asia-Pac,INR,Blueberry,India
708,708@maggietest.com,Yuya Kueber,Rep,Active,Asia-Pac,INR,Orange,India
709,709@maggietest.com,Jonathan Ullner,Rep,Active,Asia-Pac,INR,Apple,India
710,710@maggietest.com,Taylor Tismon,Rep,Active,Asia-Pac,INR,Pineapple,India
711,711@maggietest.com,Guillaume Yukawa,Rep,Active,Asia-Pac,INR,Grape,India
712,712@maggietest.com,Andrew Minamide,Rep,Active,Asia-Pac,INR,Cherry,India
713,713@maggietest.com,Dafni Toyoshima,Rep,Active,Asia-Pac,INR,Strawberry,India
714,714@maggietest.com,Mark Matteman,Rep,Active,Asia-Pac,INR,Blueberry,India
715,715@maggietest.com, Miller,Rep,Active,Asia-Pac,INR,Orange,India
716,716@maggietest.com,Zehra Van,Rep,Active,Asia-Pac,INR,Apple,India
717,717@maggietest.com,Nikki Mantovan,Rep,Active,Asia-Pac,INR,Pineapple,India
718,718@maggietest.com,Kristina Inaba,Rep,Active,Asia-Pac,INR,Grape,India
719,719@maggietest.com,Raven Seliger,Rep,Active,Asia-Pac,INR,Cherry,India
720,720@maggietest.com,Lee Yamamoto,Rep,Active,Asia-Pac,INR,Strawberry,India
721,721@maggietest.com,Silke Nakatani,Rep,Active,Asia-Pac,INR,Blueberry,India
722,722@maggietest.com,Lena Edeer,Director,Active,Asia-Pac,INR,Orange,India
723,723@maggietest.com,Morie Van,Rep,Active,Asia-Pac,INR,Apple,India
724,724@maggietest.com,Fabio Kocaman,Director,Active,Asia-Pac,INR,Pineapple,India
725,725@maggietest.com,Havanna van,Director,Active,Asia-Pac,INR,Grape,India
726,726@maggietest.com,Craig Shatz,Rep,Active,Asia-Pac,INR,Cherry,India
727,727@maggietest.com,Louise Cornfield,Rep,Active,Asia-Pac,INR,Strawberry,India
728,728@maggietest.com,Tiernan McLoughlin,Rep,Active,Asia-Pac,INR,Blueberry,India
729,729@maggietest.com,Hiroki Wirsching,Rep,Active,Asia-Pac,INR,Orange,India
730,730@maggietest.com,Marc Kramp,Rep,Active,Asia-Pac,INR,Apple,India
731,731@maggietest.com,Shunsuke Protani,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
732,732@maggietest.com,Yuka El,Rep,Active,Asia-Pac,JPY,Grape,Japan
,,Cori ,Rep,Active,#N/A,#N/A,Cherry,Japan
31466,tmurata@indeed.com,Ryan Murata,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
38889,takurimoto@indeed.com,Shogo Kurimoto,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
27093,thiejima@indeed.com,Othman Hiejima,Rep,Active,Asia-Pac,JPY,Orange,Japan
31473,nyoshida@indeed.com,James Yoshida,Rep,Active,Asia-Pac,JPY,Apple,Japan
36774,kkikuchi@indeed.com,Atsuki Kikuchi,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
38977,hihirayama@indeed.com,Brad Hirayama,Rep,Active,Asia-Pac,JPY,Grape,Japan
38976,htsunematsu@indeed.com,Amanda Tsunematsu,Rep,Active,Asia-Pac,JPY,Cherry,Japan
2350,marcusd@indeed.com,Roham Dunne,Director,Active,EMEA,GBP,Strawberry,UK
4829,regan@indeed.com,Keiko Egan,Director,Active,EMEA,GBP,Blueberry,UK
8645,dbirney@indeed.com,Thomas Birney,Director,Active,EMEA,GBP,Orange,UK
15090,gmccarthy@indeed.com,Kyle McCarthy,Director,Active,EMEA,GBP,Apple,UK
18270,bwalsh@indeed.com,Julian Walsh,Director,Active,EMEA,GBP,Pineapple,UK
3303,stephenk@indeed.com,Daiki Kavanagh,Director,On Leave,EMEA,GBP,Grape,UK
4095,mborwick@indeed.com,Alex Borwick,Director,Active,EMEA,GBP,Cherry,UK
6251,clare@indeed.com,Paul Daly,Director,Active,EMEA,GBP,Strawberry,UK
8974,smahon@indeed.com,Sophia Mahon,Director,Active,EMEA,GBP,Blueberry,UK
11010,samuelw@indeed.com,Ryota Woodall,Director,Active,EMEA,GBP,Orange,UK
11867,shspring@indeed.com,Gerrit Spring,Director,On Leave,EMEA,GBP,Apple,UK
3480,aroche@indeed.com,Yusuke Roche,Director,Active,EMEA,GBP,Pineapple,UK
7656,iano@indeed.com,Eric O'Neill,Director,Active,EMEA,GBP,Grape,UK
35562,mprior@indeed.com,Jenna Prior,Director,Active,EMEA,EUR,Cherry,Ireland
2808,simonc@indeed.com,Brigitte Corcoran,Director,Active,EMEA,GBP,Strawberry,UK
3251,acahill@indeed.com, Cahill,Director,Active,EMEA,GBP,Blueberry,UK
3688,eadaoine@indeed.com,Pierre-Yves Lenihan,Director,Active,EMEA,GBP,Orange,UK
5072,ian@indeed.com,Jason Henderson,Director,Active,EMEA,GBP,Apple,UK
10960,mmcevoy@indeed.com,Ashley McEvoy,Director,Active,EMEA,GBP,Pineapple,UK
6096,nirmalm@indeed.com,Andre Murugan,Director,Active,Asia-Pac,INR,Grape,India
2351,rpeters@indeed.com,Chie Peters,Director,On Leave,EMEA,EUR,Cherry,Netherlands
2609,rik@indeed.com,Ayumi Hokke,Director,Active,EMEA,EUR,Strawberry,Netherlands
6585,rutger@indeed.com,Shun Meijer,Director,Active,EMEA,EUR,Blueberry,Netherlands
18085,jdelafonteijne@indeed.com,Kerwin De,Director,Active,EMEA,EUR,Orange,Netherlands
30129,hcroezen@indeed.com,Saki Croezen,Director,Active,EMEA,EUR,Apple,Netherlands
8423,calessandro@indeed.com,Kristina Ceci,Rep,Active,EMEA,EUR,Pineapple,Italy
14757,vadamo@indeed.com,Komla Adamo,Rep,Active,EMEA,EUR,Grape,Italy
14758,sfabriani@indeed.com,Julia Fabriani,Rep,Active,EMEA,EUR,Cherry,Italy
26643,vberardis@indeed.com,Kengo Berardis,Rep,Active,EMEA,EUR,Strawberry,Italy
35818,tcervesato@indeed.com,Ethan Cervesato,Rep,Active,EMEA,EUR,Blueberry,Italy
6397,domenicop@indeed.com,Jesse Paragliola,Rep,Active,EMEA,EUR,Orange,Italy
12207,gbargi@indeed.com,Tim Bargi,Rep,Active,EMEA,EUR,Apple,Italy
14751,abriganti@indeed.com,Jun Briganti,Rep,Active,EMEA,EUR,Pineapple,Italy
19815,cdavid@indeed.com,Serdar David,Rep,Active,EMEA,EUR,Grape,Italy
38105,apucci@indeed.com,Mehri Pucci,Rep,Active,EMEA,EUR,Cherry,Italy
14756,gpalese@indeed.com,Ricardo Palese,Rep,Active,EMEA,EUR,Strawberry,Italy
17146,slanfranchi@indeed.com,Laura Lanfranchi,Rep,Active,EMEA,EUR,Blueberry,Italy
18131,msantucci@indeed.com,Daichi Silvia,Rep,Active,EMEA,EUR,Orange,Italy
26746,mcaugello@indeed.com,Peter Augello,Rep,Active,EMEA,EUR,Apple,Italy
9851,rfusciardi@indeed.com,Elliott Fusciardi,Rep,On Leave,EMEA,EUR,Pineapple,Italy
24236,fnespoli@indeed.com,Valentina Nespoli,Rep,Active,EMEA,EUR,Grape,Italy
29549,gmarchi@indeed.com,Lea Marchi,Rep,Active,EMEA,EUR,Cherry,Italy
30410,mmillico@indeed.com,Julien Giuseppe,Rep,Active,EMEA,EUR,Strawberry,Italy
31746,fgiudici@indeed.com,Lauren Giudici,Rep,Active,EMEA,EUR,Blueberry,Italy
6793,abertoldo@indeed.com,Tobias Bertoldo,Rep,Active,EMEA,EUR,Orange,Italy
15308,ffunaro@indeed.com,Jakob Funaro,Rep,Active,EMEA,EUR,Apple,Italy
21189,egritti@indeed.com,Ashleigh Gritti,Rep,Active,EMEA,EUR,Pineapple,Italy
30185,mcivardi@indeed.com,Tara Civardi,Rep,Active,EMEA,EUR,Grape,Italy
30254,vsertori@indeed.com,Emma Sertori,Rep,Active,EMEA,EUR,Cherry,Italy
21209,everre@indeed.com,Shunya Verre,Rep,Active,EMEA,EUR,Strawberry,Italy
31756,sfasoli@indeed.com,Karuna Fasoli,Rep,Active,EMEA,EUR,Blueberry,Italy
19001,frezzoagli@indeed.com,Gabriela Rezzoagli,Director,Active,EMEA,EUR,Orange,Italy
19163,lterrile@indeed.com,Samy Terrile,Director,Active,EMEA,EUR,Apple,Italy
5065,yann@indeed.com,Markus du,Rep,On Leave,EMEA,EUR,Pineapple,Italy
21190,mbruto@indeed.com,Nathalee Bruto,Rep,Active,EMEA,EUR,Grape,Italy
21574,apetrucci@indeed.com,Carl Petrucci,Rep,Active,EMEA,EUR,Cherry,Italy
24745,fguerra@indeed.com,Payton Guerra,Rep,Active,EMEA,EUR,Strawberry,Italy
30146,eglopez@indeed.com,Lisa Del,Rep,Active,EMEA,EUR,Blueberry,Italy
30127,mdaverio@indeed.com,Morika Daverio,Rep,Active,EMEA,EUR,Orange,Italy
39850,csarais@indeed.com,Kara Sarais,Rep,Active,EMEA,EUR,Apple,Italy
5302,masato@indeed.com,Tyrone Miki,Director,Active,Asia-Pac,JPY,Pineapple,Japan
6537,smaruyama@indeed.com,Benjamin Maruyama,Director,Active,Asia-Pac,JPY,Grape,Japan
7464,ykobayashi@indeed.com,Karl Kobayashi,Director,Active,Asia-Pac,JPY,Cherry,Japan
15206,sotomo@indeed.com,Joshua Otomo,Director,Active,Asia-Pac,JPY,Strawberry,Japan
38837,togawa@indeed.com,Chris Ogawa,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
38838,kotetsui@indeed.com,Jeff Ikeda,Rep,Active,Asia-Pac,JPY,Orange,Japan
6044,osamui@indeed.com,Hayata Ichimura,Director,Active,Asia-Pac,JPY,Apple,Japan
8574,tsuzuki@indeed.com,Andrea Suzuki,Director,Active,Asia-Pac,JPY,Pineapple,Japan
26505,kkushiya@indeed.com,Olivia Kushiya,Director,Active,Asia-Pac,JPY,Grape,Japan
38828,mkishi@indeed.com,Ralph Kishi,Rep,Active,Asia-Pac,JPY,Cherry,Japan
4690,haruka@indeed.com,Rebecca Akiyama,Director,Active,Asia-Pac,JPY,Strawberry,Japan
8397,ytakeda@indeed.com,Yuta Takeda,Director,Active,Asia-Pac,JPY,Blueberry,Japan
38824,marakawa@indeed.com,Michelle Arakawa,Rep,Active,Asia-Pac,JPY,Orange,Japan
11444,sharasaki@indeed.com,Michael Harasaki,Rep,Active,Asia-Pac,JPY,Apple,Japan
18892,ymishina@indeed.com,Nadia Mishina,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
21333,hhoriguchi@indeed.com,Phoebe Horiguchi,Rep,Active,Asia-Pac,JPY,Grape,Japan
21310,hikarus@indeed.com,Rob Sato,Rep,Active,Asia-Pac,JPY,Cherry,Japan
21315,aabe@indeed.com,Angelina Abe,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
23534,yseto@indeed.com,Natalie Seto,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
25724,tomonoria@indeed.com,Nahoko Ando,Rep,Active,Asia-Pac,JPY,Orange,Japan
26500,tmatsuo@indeed.com,Farida Matsuo,Rep,Active,Asia-Pac,JPY,Apple,Japan
31994,tshinoda@indeed.com,Naomi Shinoda,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
10301,mkomasaki@indeed.com,Daniel Komasaki,Rep,Active,Asia-Pac,JPY,Grape,Japan
13295,dmorihara@indeed.com,Yuki Morihara,Rep,Active,Asia-Pac,JPY,Cherry,Japan
16236,akamehama@indeed.com,Mathilde Kamehama,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
18533,dbaba@indeed.com,Stephen Baba,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
18880,rtokai@indeed.com,Dominique Tokai,Rep,Active,Asia-Pac,JPY,Orange,Japan
19690,ynakano@indeed.com,Kathrin Nakano,Rep,Active,Asia-Pac,JPY,Apple,Japan
19735,ttsurumura@indeed.com,Mike Tsurumura,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
21612,nkobayashi@indeed.com,Hayato Kobayashi,Rep,Active,Asia-Pac,JPY,Grape,Japan
21656,rhamada@indeed.com,Orla Hamada,Rep,Active,Asia-Pac,JPY,Cherry,Japan
23541,tsawai@indeed.com,Brandon Sawai,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
27689,dano@indeed.com,Dustin Ano,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
14629,sfukai@indeed.com,Destiny Fukai,Rep,Active,Asia-Pac,JPY,Orange,Japan
16966,ttakahashi@indeed.com,Shota Takahashi,Rep,Active,Asia-Pac,JPY,Apple,Japan
17919,snishida@indeed.com,Sileana Nishida,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
19689,tsugiyama@indeed.com,Hiroyuki Sugiyama,Rep,Active,Asia-Pac,JPY,Grape,Japan
21304,shirose@indeed.com,Oriane Hirose,Rep,Active,Asia-Pac,JPY,Cherry,Japan
28292,hniino@indeed.com,Darragh Niino,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
28980,yazechi@indeed.com,Yuka Azechi,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
29507,tkaneto@indeed.com,Jack Kaneto,Rep,Active,Asia-Pac,JPY,Orange,Japan
33078,kkamae@indeed.com,Jene' Kamae,Rep,Active,Asia-Pac,JPY,Apple,Japan
33945,nota@indeed.com,Kasey Ota,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
16230,kkamijo@indeed.com,Marion Kamijo,Rep,Active,Asia-Pac,JPY,Grape,Japan
19696,twake@indeed.com,Kenneth Wake,Rep,Active,Asia-Pac,JPY,Cherry,Japan
19688,nnishijima@indeed.com,Yuta Nishijima,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
20118,ydanzaki@indeed.com,Julia Danzaki,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
20109,thara@indeed.com,Haley Hara,Rep,Active,Asia-Pac,JPY,Orange,Japan
23535,tyamagata@indeed.com,Carla Yamagata,Rep,Active,Asia-Pac,JPY,Apple,Japan
24026,ayamamoto@indeed.com,Ian Yamamoto,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
25201,dhashiba@indeed.com,Kishu Hashiba,Rep,Active,Asia-Pac,JPY,Grape,Japan
27597,shanawa@indeed.com,Sean Hanawa,Rep,Active,Asia-Pac,JPY,Cherry,Japan
29810,kkanza@indeed.com,Ralph Kanza,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
7184,msuzuki@indeed.com,David Suzuki,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
7497,shayashi@indeed.com,Shizuma Hayashi,Rep,Active,Asia-Pac,JPY,Orange,Japan
9769,yhasegawa@indeed.com,David Hasegawa,Rep,Active,Asia-Pac,JPY,Apple,Japan
15187,ytanaka@indeed.com,Lars Tanaka,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
21619,yusuken@indeed.com,Vijay Nakayama,Rep,Active,Asia-Pac,JPY,Grape,Japan
24031,mizumi@indeed.com,Kazuki Izumi,Rep,Active,Asia-Pac,JPY,Cherry,Japan
24032,hdansaka@indeed.com,Takahiro Dansaka,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
24030,yfurubeppu@indeed.com,Jill Furubeppu,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
29378,hiroshis@indeed.com,Matt Saito,Rep,Active,Asia-Pac,JPY,Orange,Japan
35922,yhara@indeed.com,Daniele Hara,Rep,Active,Asia-Pac,JPY,Apple,Japan
4692,saya@indeed.com,Gary Tejima,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
7820,aokuyama@indeed.com,Lindsey Okuyama,Rep,Active,Asia-Pac,JPY,Grape,Japan
10225,rfukuchi@indeed.com,Alexander Fukuchi,Rep,Active,Asia-Pac,JPY,Cherry,Japan
10224,aiizuka@indeed.com,Barry Iizuka,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
14620,tkobayashi@indeed.com,Ryo Kobayashi,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
17841,ayamauchi@indeed.com,Debby Yamauchi,Rep,Active,Asia-Pac,JPY,Orange,Japan
17933,gmametani@indeed.com,Christopher Mametani,Rep,Active,Asia-Pac,JPY,Apple,Japan
18526,snakano@indeed.com,Hiroki Nakano,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
18537,rfukushima@indeed.com,Jade Fukushima,Rep,Active,Asia-Pac,JPY,Grape,Japan
19715,aorihara@indeed.com,Christiane Orihara,Rep,Active,Asia-Pac,JPY,Cherry,Japan
21617,tmori@indeed.com,Mohammed Mori,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
21654,dfujii@indeed.com,Caitlin Fujii,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
31440,takahiroi@indeed.com,Yuto Ishii,Rep,Active,Asia-Pac,JPY,Orange,Japan
33079,tmatsunaga@indeed.com,Michael Matsunaga,Rep,Active,Asia-Pac,JPY,Apple,Japan
5845,yuutay@indeed.com,Michael Yoshida,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
5945,chies@indeed.com,Terence Saito,Rep,Active,Asia-Pac,JPY,Grape,Japan
7743,sharai@indeed.com,Mairead Arai,Rep,Active,Asia-Pac,JPY,Cherry,Japan
7746,rikako@indeed.com,Sascha Nagai,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
11918,aohara@indeed.com,Yohei Ohara,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
15193,sishida@indeed.com,Grant Ishida,Rep,Active,Asia-Pac,JPY,Orange,Japan
16237,dnakahara@indeed.com,Webb Kotsuki,Rep,Active,Asia-Pac,JPY,Apple,Japan
16277,nhirakata@indeed.com,Priya Hirakata,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
17842,yyamasaki@indeed.com,Fuminori Yamasaki,Rep,Active,Asia-Pac,JPY,Grape,Japan
19686,ymiyauchi@indeed.com,Mitchell Miyauchi,Rep,Active,Asia-Pac,JPY,Cherry,Japan
21313,efukuda@indeed.com,Yuri Fukuda,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
25202,skusano@indeed.com,Joe Kusano,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
33942,sotani@indeed.com,Pearlyn Otani,Rep,Active,Asia-Pac,JPY,Orange,Japan
35489,yuhik@indeed.com,Diana Kawai,Rep,Active,Asia-Pac,JPY,Apple,Japan
35885,shnishida@indeed.com,Peter Nishida,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
15716,amiyauchi@indeed.com,Jack Miyauchi,Rep,Active,Asia-Pac,JPY,Grape,Japan
16273,hkawamura@indeed.com,Jessica Kawamura,Rep,Active,Asia-Pac,JPY,Cherry,Japan
16972,mshimono@indeed.com,Joe Shimono,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
16957,rikebe@indeed.com,Akiko Ikebe,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
18874,ytachibana@indeed.com,Harris Tachibana,Rep,Active,Asia-Pac,JPY,Orange,Japan
20111,yfukumoto@indeed.com,Hannah Fukumoto,Rep,Active,Asia-Pac,JPY,Apple,Japan
24486,hmon@indeed.com,Valentina Mon,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
25726,sohyama@indeed.com,Tim Ohyama,Rep,Active,Asia-Pac,JPY,Grape,Japan
26512,taiseis@indeed.com,Tavi Suzuki,Rep,Active,Asia-Pac,JPY,Cherry,Japan
29385,mwakamatsu@indeed.com,Chisa Suenaga,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
31314,msunaguchi@indeed.com,Kyle Sunaguchi,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
33081,mkuwata@indeed.com,Anthony Kuwata,Rep,Active,Asia-Pac,JPY,Orange,Japan
34334,ytakahara@indeed.com,Darren Takahara,Rep,Active,Asia-Pac,JPY,Apple,Japan
35384,kimamura@indeed.com,Tatiana Imamura,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
35501,tutsumi@indeed.com,Denise Utsumi,Rep,Active,Asia-Pac,JPY,Grape,Japan
10229,skawata@indeed.com,Nick Kawata,Rep,Active,Asia-Pac,JPY,Cherry,Japan
10918,rkanayama@indeed.com,Ben Kanayama,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
16951,thoshino@indeed.com,Kota Hoshino,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
17469,ksugiyama@indeed.com,Kazuki Sugiyama,Rep,Active,Asia-Pac,JPY,Orange,Japan
19683,inagai@indeed.com,Angelina Nagai,Rep,Active,Asia-Pac,JPY,Apple,Japan
19739,saraki@indeed.com,Natalie Araki,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
21314,rnakamura@indeed.com,Conrad Nakamura,Rep,Active,Asia-Pac,JPY,Grape,Japan
27599,yutaros@indeed.com,Bryan Shimizu,Rep,Active,Asia-Pac,JPY,Cherry,Japan
29801,kmatsuoka@indeed.com,Alexa Matsuoka,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
29804,tnishino@indeed.com,Adrian Nishino,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
30446,skoshikawa@indeed.com,Simon Koshikawa,Rep,Active,Asia-Pac,JPY,Orange,Japan
32213,tsakamoto@indeed.com,Noah Sakamoto,Rep,Active,Asia-Pac,JPY,Apple,Japan
33943,rmurakawa@indeed.com,Marina Murakawa,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
33944,rykubota@indeed.com,Marcela Kubota,Rep,Active,Asia-Pac,JPY,Grape,Japan
7740,rshibata@indeed.com,Jessica Shibata,Rep,Active,Asia-Pac,JPY,Cherry,Japan
10577,nshikama@indeed.com,Ben Shikama,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
13302,tamatsumoto@indeed.com,Stephan Matsumoto,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
18876,kmaeda@indeed.com,Gaku Maeda,Rep,Active,Asia-Pac,JPY,Orange,Japan
19711,aumeuchi@indeed.com,Landen Umeuchi,Rep,Active,Asia-Pac,JPY,Apple,Japan
19742,yoshikis@indeed.com,Juan Shimada,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
20116,ynakagawa@indeed.com,Antoine Nakagawa,Rep,Active,Asia-Pac,JPY,Grape,Japan
26511,aishida@indeed.com,Toshihisa Ishida,Rep,Active,Asia-Pac,JPY,Cherry,Japan
31317,tuchihori@indeed.com, Uchihori,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
34351,sasama@indeed.com,Adnan Asama,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
7987,kokamoto@indeed.com,Alex Okamoto,Rep,Active,Asia-Pac,JPY,Orange,Japan
16289,tmaeda@indeed.com,Mishelle Maeda,Rep,Active,Asia-Pac,JPY,Apple,Japan
17932,ykimura@indeed.com,Tylor Kimura,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
21327,snarimatsu@indeed.com,Alyssa Narimatsu,Rep,Active,Asia-Pac,JPY,Grape,Japan
23514,yumas@indeed.com,Crissy Suzuki,Rep,Active,Asia-Pac,JPY,Cherry,Japan
25198,sode@indeed.com,Lina Ode,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
25730,tmiyamoto@indeed.com,Jack Miyamoto,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
30506,kijita@indeed.com,Emma Ijita,Rep,Active,Asia-Pac,JPY,Orange,Japan
31315,msetojima@indeed.com,Shurouq Setojima,Rep,Active,Asia-Pac,JPY,Apple,Japan
8410,msaito@indeed.com,Matt Saito,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
15204,atakanashi@indeed.com,Christian Takanashi,Rep,Active,Asia-Pac,JPY,Grape,Japan
15200,thosoda@indeed.com,Mark Hosoda,Rep,Active,Asia-Pac,JPY,Cherry,Japan
15722,yide@indeed.com,Sirkka Ide,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
16956,nfujimura@indeed.com,Christopher Fujimura,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
19685,emorioka@indeed.com,Salvatore Morioka,Rep,Active,Asia-Pac,JPY,Orange,Japan
21395,kokita@indeed.com,Michael Okita,Rep,Active,Asia-Pac,JPY,Apple,Japan
23536,hirokis@indeed.com,Shannon Saito,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
23537,rnakadori@indeed.com,Jess Nakadori,Rep,Active,Asia-Pac,JPY,Grape,Japan
26506,tkasuya@indeed.com,Kazuki Kasuya,Rep,Active,Asia-Pac,JPY,Cherry,Japan
27598,ktakashima@indeed.com,John Takashima,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
28910,honishi@indeed.com,Kamila Onishi,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
32214,koheisasaki@indeed.com,Maho Sasaki,Rep,Active,Asia-Pac,JPY,Orange,Japan
13296,tichikawa@indeed.com,Lorinda Ichikawa,Rep,Active,Asia-Pac,JPY,Apple,Japan
15203,thigashi@indeed.com,David Higashi,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
15723,mnagao@indeed.com,Stuart Nagao,Rep,Active,Asia-Pac,JPY,Grape,Japan
16248,yokiyama@indeed.com,Tomohisa Okiyama,Rep,Active,Asia-Pac,JPY,Cherry,Japan
16265,khiyori@indeed.com,Sophie Hiyori,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
17476,htsuji@indeed.com,Charlotte Tsuji,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
24035,hshimada@indeed.com,Kana Shimada,Rep,Active,Asia-Pac,JPY,Orange,Japan
24036,ritahana@indeed.com,Jason Itahana,Rep,Active,Asia-Pac,JPY,Apple,Japan
27098,totake@indeed.com,John Otake,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
30444,yabe@indeed.com,Mary Abe,Rep,Active,Asia-Pac,JPY,Grape,Japan
34385,khirasawa@indeed.com,Diana Hirasawa,Rep,Active,Asia-Pac,JPY,Cherry,Japan
36309,knagami@indeed.com,Isao Nagami,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
10571,shtanaka@indeed.com,Bharath Tanaka,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
12320,hsaito@indeed.com,Chantesa Saito,Rep,Active,Asia-Pac,JPY,Orange,Japan
16228,shunyatanaka@indeed.com,Kosuke Tanaka,Rep,Active,Asia-Pac,JPY,Apple,Japan
17840,mfujita@indeed.com,Ryo Fujita,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
20108,keitaros@indeed.com,Alyssa Sato,Rep,Active,Asia-Pac,JPY,Grape,Japan
21329,jhanafusa@indeed.com,Andrew Hanafusa,Rep,Active,Asia-Pac,JPY,Cherry,Japan
24479,masayukiy@indeed.com,Bryan Yamamoto,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
37190,marsato@indeed.com,Abdel Sato,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
37210,nakajimat@indeed.com,Jenny Nakajima,Rep,Active,Asia-Pac,JPY,Orange,Japan
38807,shiyamamoto@indeed.com,Takuya Yamamoto,Rep,Active,Asia-Pac,JPY,Apple,Japan
3349,fumitake@indeed.com,Atsushi Isogai,Rep,Active,Asia-Pac,JPY,Pineapple,Japan
4411,koheif@indeed.com,Julie Fujita,Rep,Active,Asia-Pac,JPY,Grape,Japan
10096,cyoshikawa@indeed.com,Tyas Yoshikawa,Rep,Active,Asia-Pac,JPY,Cherry,Japan
10921,aseki@indeed.com,Josh Seki,Rep,Active,Asia-Pac,JPY,Strawberry,Japan
19782,ninomata@indeed.com,Lynne Inomata,Rep,Active,Asia-Pac,JPY,Blueberry,Japan
